Date,Transaction Description,Category,Amount,Balance,Transaction Type,Payment Method,Merchant Category Code,Location,Account Number,Transaction ID,Currency,Notes,Category Confidence Score
2024-01-28 12:21:57.958751,Target,Shopping,67.78,-5511.29,refund,Check,,Seattle,XXXX-XXXX-XXXX-1234,T10340,EUR,,0.75
2024-01-28 12:21:57.958751,Airbnb,Travel,-354.18,-5865.47,debit,Credit Card,,Seattle,XXXX-XXXX-XXXX-1234,T10341,EUR,,0.97
2024-01-28 12:21:57.958751,Spotify,Entertainment,-18.19,-5883.66,debit,Credit Card,,Denver,XXXX-XXXX-XXXX-1234,T10342,USD,,0.83
2024-01-30 12:21:57.958751,Uber,Transport,-38.85,-5922.51,debit,Credit Card,,Seattle,XXXX-XXXX-XXXX-1234,T10343,EUR,,0.74
2024-01-30 12:21:57.958751,Walmart,Groceries,53.91,-5868.6,credit,Credit Card,,Miami,XXXX-XXXX-XXXX-1234,T10344,USD,,0.93
2024-01-30 12:21:57.958751,Walmart,Groceries,-34.58,-5903.18,debit,Credit Card,,Seattle,XXXX-XXXX-XXXX-1234,T10345,EUR,,0.94
2024-01-30 12:21:57.958751,Water Utility,Utilities,-96.6,-5999.78,debit,Credit Card,,Atlanta,XXXX-XXXX-XXXX-1234,T10346,GBP,,0.89
2024-01-30 12:21:57.958751,Apple Store,Electronics,-185.06,-6184.84,debit,Debit Card,,Los Angeles,XXXX-XXXX-XXXX-1234,T10347,USD,,0.96
2024-01-30 12:21:57.958751,Costco,Groceries,76.83,-6108.01,credit,Online Transfer,,Miami,XXXX-XXXX-XXXX-1234,T10348,EUR,,0.92
2024-01-31 12:21:57.958751,Costco,Groceries,-59.24,-6167.25,debit,Check,,Seattle,XXXX-XXXX-XXXX-1234,T10349,USD,,0.96
2024-02-01 12:21:57.958751,Local Bookstore,Shopping,101.3,-6065.95,credit,Credit Card,,Boston,XXXX-XXXX-XXXX-1234,T10350,USD,,0.83
2024-02-02 12:21:57.958751,Netflix,Entertainment,-17.54,-6083.49,debit,Debit Card,,San Francisco,XXXX-XXXX-XXXX-1234,T10351,EUR,,0.92
2024-02-03 12:21:57.958751,Amazon,Shopping,-54.87,-6138.36,debit,Debit Card,,Chicago,XXXX-XXXX-XXXX-1234,T10352,USD,,1.0
2024-02-05 12:21:57.958751,Costco,Groceries,-73.67,-6212.03,debit,Debit Card,,Seattle,XXXX-XXXX-XXXX-1234,T10353,USD,,0.92
2024-02-05 12:21:57.958751,Local Bookstore,Shopping,78.09,-6133.94,credit,Online Transfer,,New York,XXXX-XXXX-XXXX-1234,T10354,USD,,0.73
2024-02-07 12:21:57.958751,Apple Store,Electronics,-322.21,-6456.15,debit,Check,,San Francisco,XXXX-XXXX-XXXX-1234,T10355,USD,,0.86
2024-02-08 12:21:57.958751,Costco,Groceries,64.81,-6391.34,credit,Online Transfer,,Boston,XXXX-XXXX-XXXX-1234,T10356,USD,,0.88
2024-02-08 12:21:57.958751,City Electric,Utilities,86.3,-6305.04,credit,Cash,,Atlanta,XXXX-XXXX-XXXX-1234,T10357,EUR,,0.75
2024-02-09 12:21:57.958751,City Electric,Utilities,-103.63,-6408.67,debit,Debit Card,,Seattle,XXXX-XXXX-XXXX-1234,T10358,USD,,0.99
2024-02-09 12:21:57.958751,Spotify,Entertainment,20.3,-6388.37,credit,Cash,,Atlanta,XXXX-XXXX-XXXX-1234,T10359,USD,,0.75
2024-02-10 12:21:57.958751,City Electric,Utilities,119.93,-6268.44,credit,Credit Card,,Seattle,XXXX-XXXX-XXXX-1234,T10360,USD,,0.75
2024-02-12 12:21:57.958751,Best Buy,Electronics,-332.11,-6600.55,debit,Credit Card,,Houston,XXXX-XXXX-XXXX-1234,T10361,EUR,,0.97
2024-02-13 12:21:57.958751,Costco,Groceries,-58.81,-6659.36,debit,Online Transfer,,Los Angeles,XXXX-XXXX-XXXX-1234,T10362,GBP,,0.84
2024-02-13 12:21:57.958751,Delta Airlines,Travel,-319.23,-6978.59,transfer,Check,,Atlanta,XXXX-XXXX-XXXX-1234,T10363,GBP,,0.72
2024-02-15 12:21:57.958751,Local Bookstore,Shopping,-137.98,-7116.57,debit,Cash,,Los Angeles,XXXX-XXXX-XXXX-1234,T10364,EUR,,0.88
2024-02-15 12:21:57.958751,Airbnb,Travel,432.73,-6683.84,credit,Check,,San Francisco,XXXX-XXXX-XXXX-1234,T10365,EUR,,0.88
2024-02-16 12:21:57.958751,City Electric,Utilities,-3.18,-6687.02,fee,Online Transfer,,Houston,XXXX-XXXX-XXXX-1234,T10366,USD,,0.72
2024-02-17 12:21:57.958751,Apple Store,Electronics,-241.93,-6928.95,debit,Credit Card,,Chicago,XXXX-XXXX-XXXX-1234,T10367,USD,,0.99
2024-02-18 12:21:57.958751,Delta Airlines,Travel,-480.53,-7409.48,debit,Check,,Miami,XXXX-XXXX-XXXX-1234,T10368,USD,,0.86
2024-02-18 12:21:57.958751,Netflix,Entertainment,-17.57,-7427.05,debit,Check,,Los Angeles,XXXX-XXXX-XXXX-1234,T10369,EUR,,0.87
2024-02-19 12:21:57.958751,Airbnb,Travel,-282.65,-7709.7,debit,Credit Card,,Houston,XXXX-XXXX-XXXX-1234,T10370,GBP,,0.86
2024-02-19 12:21:57.958751,Water Utility,Utilities,-117.74,-7827.44,debit,Cash,,Los Angeles,XXXX-XXXX-XXXX-1234,T10371,USD,,0.88
2024-02-19 12:21:57.958751,Costco,Groceries,-32.64,-7860.08,debit,Credit Card,,Denver,XXXX-XXXX-XXXX-1234,T10372,GBP,,0.78
2024-02-19 12:21:57.958751,Best Buy,Electronics,-47.02,-7907.1,debit,Check,,Boston,XXXX-XXXX-XXXX-1234,T10373,USD,,0.79
2024-02-19 12:21:57.958751,Whole Foods,Groceries,56.99,-7850.11,credit,Cash,,Chicago,XXXX-XXXX-XXXX-1234,T10374,USD,,0.85
2024-02-19 12:21:57.958751,McDonald's,Dining,27.21,-7822.9,credit,Cash,,Boston,XXXX-XXXX-XXXX-1234,T10375,USD,,0.94
2024-02-20 12:21:57.958751,Best Buy,Electronics,-303.89,-8126.79,debit,Credit Card,,Seattle,XXXX-XXXX-XXXX-1234,T10376,USD,,0.71
2024-02-20 12:21:57.958751,Spotify,Entertainment,-18.98,-8145.77,debit,Check,,Los Angeles,XXXX-XXXX-XXXX-1234,T10377,USD,,0.88
2024-02-20 12:21:57.958751,Delta Airlines,Travel,-425.37,-8571.14,debit,Online Transfer,,Seattle,XXXX-XXXX-XXXX-1234,T10378,USD,,0.94
2024-02-22 12:21:57.958751,Uber,Transport,-38.07,-8609.21,debit,Check,,New York,XXXX-XXXX-XXXX-1234,T10379,USD,,0.75
2024-02-22 12:21:57.958751,City Electric,Utilities,-78.73,-8687.94,transfer,Debit Card,,Los Angeles,XXXX-XXXX-XXXX-1234,T10380,USD,,0.7
2024-02-23 12:21:57.958751,Uber,Transport,21.5,-8666.44,credit,Online Transfer,,Houston,XXXX-XXXX-XXXX-1234,T10381,EUR,,0.79
2024-02-24 12:21:57.958751,CVS Pharmacy,Health,45.68,-8620.76,credit,Cash,,Chicago,XXXX-XXXX-XXXX-1234,T10382,EUR,,0.88
2024-02-25 12:21:57.958751,Best Buy,Electronics,-215.57,-8836.33,transfer,Online Transfer,,Seattle,XXXX-XXXX-XXXX-1234,T10383,GBP,,0.74
2024-02-25 12:21:57.958751,Uber,Transport,-24.94,-8861.27,debit,Cash,,Los Angeles,XXXX-XXXX-XXXX-1234,T10384,USD,,0.83
2024-02-25 12:21:57.958751,Whole Foods,Groceries,65.56,-8795.71,credit,Cash,,New York,XXXX-XXXX-XXXX-1234,T10385,USD,,0.87
2024-02-27 12:21:57.958751,Local Bookstore,Shopping,-119.51,-8915.22,debit,Online Transfer,,Boston,XXXX-XXXX-XXXX-1234,T10386,EUR,,0.88
2024-02-29 12:21:57.958751,Delta Airlines,Travel,541.29,-8373.93,transfer,Cash,,Houston,XXXX-XXXX-XXXX-1234,T10387,USD,,0.78
2024-03-01 12:21:57.958751,Airbnb,Travel,-230.05,-8603.98,debit,Cash,,Denver,XXXX-XXXX-XXXX-1234,T10388,USD,,0.82
2024-03-02 12:21:57.958751,Water Utility,Utilities,55.96,-8548.02,credit,Debit Card,,Los Angeles,XXXX-XXXX-XXXX-1234,T10389,USD,,0.93
2024-03-05 12:21:57.958751,Water Utility,Utilities,96.99,-8451.03,credit,Check,,Denver,XXXX-XXXX-XXXX-1234,T10390,USD,,0.98
2024-03-05 12:21:57.958751,Gym Membership,Health,-7.37,-8458.4,debit,Check,,San Francisco,XXXX-XXXX-XXXX-1234,T10391,USD,,0.96
2024-03-05 12:21:57.958751,Uber,Transport,-22.34,-8480.74,debit,Debit Card,,Chicago,XXXX-XXXX-XXXX-1234,T10392,USD,,0.87
2024-03-06 12:21:57.958751,Walmart,Groceries,77.68,-8403.06,credit,Online Transfer,,Los Angeles,XXXX-XXXX-XXXX-1234,T10393,USD,,0.82
2024-03-07 12:21:57.958751,Water Utility,Utilities,-97.38,-8500.44,debit,Credit Card,,Atlanta,XXXX-XXXX-XXXX-1234,T10394,USD,,0.8
2024-03-08 12:21:57.958751,Spotify,Entertainment,-0.18,-8500.62,debit,Credit Card,,New York,XXXX-XXXX-XXXX-1234,T10395,USD,,0.74
2024-03-08 12:21:57.958751,Uber,Transport,-27.51,-8528.13,debit,Credit Card,,Seattle,XXXX-XXXX-XXXX-1234,T10396,USD,,0.73
2024-03-09 12:21:57.958751,City Electric,Utilities,-63.03,-8591.16,debit,Debit Card,,Atlanta,XXXX-XXXX-XXXX-1234,T10397,USD,,0.91
2024-03-10 12:21:57.958751,CVS Pharmacy,Health,28.63,-8562.53,credit,Debit Card,,San Francisco,XXXX-XXXX-XXXX-1234,T10398,USD,,0.78
2024-03-10 12:21:57.958751,Walmart,Groceries,-58.38,-8620.91,debit,Cash,,Chicago,XXXX-XXXX-XXXX-1234,T10399,USD,,0.78
2024-03-11 12:21:57.958751,Costco,Groceries,-37.71,-8658.62,debit,Credit Card,,Boston,XXXX-XXXX-XXXX-1234,T10400,USD,,1.0
2024-03-11 12:21:57.958751,McDonald's,Dining,-15.14,-8673.76,debit,Online Transfer,,Houston,XXXX-XXXX-XXXX-1234,T10401,USD,,0.76
2024-03-14 12:21:57.958751,Amazon,Shopping,-106.2,-8779.96,debit,Online Transfer,,Denver,XXXX-XXXX-XXXX-1234,T10402,USD,,0.74
2024-03-14 12:21:57.958751,Walmart,Groceries,-34.35,-8814.31,debit,Credit Card,,San Francisco,XXXX-XXXX-XXXX-1234,T10403,USD,,0.73
2024-03-14 12:21:57.958751,Apple Store,Electronics,-209.57,-9023.88,debit,Credit Card,,Seattle,XXXX-XXXX-XXXX-1234,T10404,GBP,,0.87
2024-03-14 12:21:57.958751,Target,Shopping,-70.33,-9094.21,debit,Credit Card,,Houston,XXXX-XXXX-XXXX-1234,T10405,USD,,0.89
2024-03-14 12:21:57.958751,Airbnb,Travel,-219.23,-9313.44,debit,Debit Card,,Boston,XXXX-XXXX-XXXX-1234,T10406,USD,,0.81
2024-03-16 12:21:57.958751,Costco,Groceries,74.89,-9238.55,credit,Debit Card,,Seattle,XXXX-XXXX-XXXX-1234,T10407,USD,,0.86
2024-03-17 12:21:57.958751,Uber,Transport,-38.68,-9277.23,debit,Debit Card,,New York,XXXX-XXXX-XXXX-1234,T10408,USD,,0.94
2024-03-17 12:21:57.958751,Best Buy,Electronics,-29.13,-9306.36,debit,Check,,Denver,XXXX-XXXX-XXXX-1234,T10409,USD,,0.95
2024-03-18 12:21:57.958751,City Electric,Utilities,-103.02,-9409.38,debit,Online Transfer,,Atlanta,XXXX-XXXX-XXXX-1234,T10410,USD,,0.99
2024-03-19 12:21:57.958751,Shell Gas,Fuel,-67.97,-9477.35,debit,Online Transfer,,Los Angeles,XXXX-XXXX-XXXX-1234,T10411,EUR,,0.95
2024-03-19 12:21:57.958751,McDonald's,Dining,-35.57,-9512.92,debit,Cash,,San Francisco,XXXX-XXXX-XXXX-1234,T10412,USD,,0.87
2024-03-20 12:21:57.958751,Water Utility,Utilities,-94.51,-9607.43,debit,Debit Card,,Los Angeles,XXXX-XXXX-XXXX-1234,T10413,USD,,0.75
2024-03-20 12:21:57.958751,Starbucks,Coffee,4.41,-9603.02,credit,Check,,Houston,XXXX-XXXX-XXXX-1234,T10414,USD,,0.73
2024-03-21 12:21:57.958751,Delta Airlines,Travel,-394.5,-9997.52,debit,Check,,Los Angeles,XXXX-XXXX-XXXX-1234,T10415,EUR,,0.72
2024-03-22 12:21:57.958751,McDonald's,Dining,-11.31,-10008.83,debit,Online Transfer,,Atlanta,XXXX-XXXX-XXXX-1234,T10416,USD,,0.9
2024-03-22 12:21:57.958751,Spotify,Entertainment,16.46,-9992.37,credit,Debit Card,,Miami,XXXX-XXXX-XXXX-1234,T10417,GBP,,0.94
2024-03-25 12:21:57.958751,Costco,Groceries,-59.58,-10051.95,debit,Cash,,Houston,XXXX-XXXX-XXXX-1234,T10418,USD,,0.85
2024-03-26 12:21:57.958751,Amazon,Shopping,-59.76,-10111.71,debit,Debit Card,,Denver,XXXX-XXXX-XXXX-1234,T10419,GBP,,0.72
2024-03-26 12:21:57.958751,Walmart,Groceries,-21.34,-10133.05,debit,Credit Card,,Seattle,XXXX-XXXX-XXXX-1234,T10420,GBP,,0.86
2024-03-26 12:21:57.958751,Spotify,Entertainment,-18.49,-10151.54,debit,Debit Card,,Denver,XXXX-XXXX-XXXX-1234,T10421,USD,,0.98
2024-03-31 12:21:57.958751,Amazon,Shopping,176.02,-9975.52,credit,Credit Card,,Los Angeles,XXXX-XXXX-XXXX-1234,T10422,USD,,0.88
2024-04-02 12:21:57.958751,McDonald's,Dining,31.46,-9944.06,credit,Credit Card,,Chicago,XXXX-XXXX-XXXX-1234,T10423,USD,,0.94
2024-04-04 12:21:57.958751,McDonald's,Dining,32.07,-9911.99,transfer,Cash,,Houston,XXXX-XXXX-XXXX-1234,T10424,USD,,0.94
2024-04-06 12:21:57.958751,Water Utility,Utilities,-54.24,-9966.23,debit,Online Transfer,,Seattle,XXXX-XXXX-XXXX-1234,T10425,EUR,,0.98
2024-04-07 12:21:57.958751,Walmart,Groceries,-64.32,-10030.55,debit,Debit Card,,Boston,XXXX-XXXX-XXXX-1234,T10426,USD,,0.93
2024-04-08 12:21:57.958751,Uber,Transport,-37.81,-10068.36,debit,Credit Card,,New York,XXXX-XXXX-XXXX-1234,T10427,USD,,0.92
2024-04-08 12:21:57.958751,CVS Pharmacy,Health,-46.32,-10114.68,debit,Debit Card,,Denver,XXXX-XXXX-XXXX-1234,T10428,USD,,0.77
2024-04-09 12:21:57.958751,Gym Membership,Health,-34.93,-10149.61,debit,Online Transfer,,Denver,XXXX-XXXX-XXXX-1234,T10429,GBP,,0.72
2024-04-09 12:21:57.958751,City Electric,Utilities,30.36,-10119.25,refund,Online Transfer,,Houston,XXXX-XXXX-XXXX-1234,T10430,USD,,0.86
2024-04-10 12:21:57.958751,Costco,Groceries,-48.27,-10167.52,debit,Check,,Chicago,XXXX-XXXX-XXXX-1234,T10431,USD,,0.74
2024-04-11 12:21:57.958751,Delta Airlines,Travel,-398.4,-10565.92,debit,Online Transfer,,Los Angeles,XXXX-XXXX-XXXX-1234,T10432,USD,,0.99
2024-04-11 12:21:57.958751,Costco,Groceries,-67.26,-10633.18,debit,Cash,,Los Angeles,XXXX-XXXX-XXXX-1234,T10433,GBP,,0.79
2024-04-12 12:21:57.958751,Best Buy,Electronics,-255.08,-10888.26,debit,Credit Card,,Houston,XXXX-XXXX-XXXX-1234,T10434,USD,,0.96
2024-04-12 12:21:57.958751,Spotify,Entertainment,-5.38,-10893.64,debit,Check,,Denver,XXXX-XXXX-XXXX-1234,T10435,USD,,0.82
2024-04-14 12:21:57.958751,Uber,Transport,29.83,-10863.81,credit,Cash,,Seattle,XXXX-XXXX-XXXX-1234,T10436,USD,,0.8
2024-04-15 12:21:57.958751,Gym Membership,Health,-23.91,-10887.72,debit,Debit Card,,New York,XXXX-XXXX-XXXX-1234,T10437,USD,,0.98
2024-04-18 12:21:57.958751,Apple Store,Electronics,279.9,-10607.82,credit,Credit Card,,Houston,XXXX-XXXX-XXXX-1234,T10438,USD,,0.81
2024-04-20 12:21:57.958751,Starbucks,Coffee,-3.09,-10610.91,debit,Online Transfer,,Seattle,XXXX-XXXX-XXXX-1234,T10439,GBP,,0.82
2024-04-20 12:21:57.958751,City Electric,Utilities,100.17,-10510.74,credit,Credit Card,,Seattle,XXXX-XXXX-XXXX-1234,T10440,EUR,,0.73
2024-04-21 12:21:57.958751,Walmart,Groceries,55.77,-10454.97,credit,Debit Card,,Boston,XXXX-XXXX-XXXX-1234,T10441,USD,,0.9
2024-04-22 12:21:57.958751,McDonald's,Dining,-1.21,-10456.18,debit,Check,,Atlanta,XXXX-XXXX-XXXX-1234,T10442,EUR,,0.79
2024-04-22 12:21:57.958751,CVS Pharmacy,Health,-51.29,-10507.47,debit,Check,,Miami,XXXX-XXXX-XXXX-1234,T10443,USD,,0.88
2024-04-24 12:21:57.958751,Water Utility,Utilities,37.12,-10470.35,refund,Check,,New York,XXXX-XXXX-XXXX-1234,T10444,EUR,,0.88
2024-04-25 12:21:57.958751,Shell Gas,Fuel,-65.52,-10535.87,debit,Online Transfer,,San Francisco,XXXX-XXXX-XXXX-1234,T10445,EUR,,0.92
2024-04-26 12:21:57.958751,Water Utility,Utilities,31.14,-10504.73,transfer,Cash,,Chicago,XXXX-XXXX-XXXX-1234,T10446,USD,,0.92
2024-04-26 12:21:57.958751,Apple Store,Electronics,-80.58,-10585.31,debit,Cash,,Miami,XXXX-XXXX-XXXX-1234,T10447,EUR,,0.85
2024-04-27 12:21:57.958751,Delta Airlines,Travel,-156.18,-10741.49,debit,Credit Card,,Boston,XXXX-XXXX-XXXX-1234,T10448,USD,,0.8
2024-04-27 12:21:57.958751,Starbucks,Coffee,3.97,-10737.52,credit,Online Transfer,,New York,XXXX-XXXX-XXXX-1234,T10449,USD,,0.95
2024-04-28 12:21:57.958751,CVS Pharmacy,Health,-49.72,-10787.24,transfer,Check,,Los Angeles,XXXX-XXXX-XXXX-1234,T10450,USD,,0.79
2024-04-29 12:21:57.958751,Best Buy,Electronics,-325.24,-11112.48,debit,Check,,Miami,XXXX-XXXX-XXXX-1234,T10451,USD,,0.85
2024-04-29 12:21:57.958751,Whole Foods,Groceries,68.31,-11044.17,credit,Debit Card,,Los Angeles,XXXX-XXXX-XXXX-1234,T10452,EUR,,0.82
2024-05-01 12:21:57.958751,Best Buy,Electronics,-164.76,-11208.93,debit,Debit Card,,Chicago,XXXX-XXXX-XXXX-1234,T10453,GBP,,0.96
2024-05-02 12:21:57.958751,City Electric,Utilities,-93.33,-11302.26,debit,Check,,Los Angeles,XXXX-XXXX-XXXX-1234,T10454,USD,,0.83
2024-05-02 12:21:57.958751,Shell Gas,Fuel,-14.69,-11316.95,debit,Check,,Chicago,XXXX-XXXX-XXXX-1234,T10455,EUR,,0.82
2024-05-03 12:21:57.958751,Costco,Groceries,-56.18,-11373.13,debit,Online Transfer,,New York,XXXX-XXXX-XXXX-1234,T10456,EUR,,0.91
2024-05-06 12:21:57.958751,Apple Store,Electronics,-150.04,-11523.17,transfer,Cash,,Denver,XXXX-XXXX-XXXX-1234,T10457,USD,,0.88
2024-05-06 12:21:57.958751,Apple Store,Electronics,-215.09,-11738.26,debit,Debit Card,,Chicago,XXXX-XXXX-XXXX-1234,T10458,USD,,0.73
2024-05-07 12:21:57.958751,Target,Shopping,-119.02,-11857.28,debit,Cash,,Seattle,XXXX-XXXX-XXXX-1234,T10459,USD,,0.85
2024-05-07 12:21:57.958751,Netflix,Entertainment,-8.04,-11865.32,debit,Online Transfer,,San Francisco,XXXX-XXXX-XXXX-1234,T10460,USD,,0.92
2024-05-11 12:21:57.958751,Uber,Transport,-17.62,-11882.94,debit,Check,,San Francisco,XXXX-XXXX-XXXX-1234,T10461,GBP,,1.0
2024-05-11 12:21:57.958751,CVS Pharmacy,Health,-24.97,-11907.91,debit,Cash,,Houston,XXXX-XXXX-XXXX-1234,T10462,USD,,0.89
2024-05-12 12:21:57.958751,Target,Shopping,111.71,-11796.2,credit,Check,,San Francisco,XXXX-XXXX-XXXX-1234,T10463,EUR,,0.81
2024-05-13 12:21:57.958751,McDonald's,Dining,-33.59,-11829.79,debit,Check,,Houston,XXXX-XXXX-XXXX-1234,T10464,USD,,0.77
2024-05-14 12:21:57.958751,Amazon,Shopping,132.29,-11697.5,transfer,Credit Card,,San Francisco,XXXX-XXXX-XXXX-1234,T10465,USD,,0.96
2024-05-14 12:21:57.958751,Uber,Transport,-3.08,-11700.58,fee,Cash,,Chicago,XXXX-XXXX-XXXX-1234,T10466,USD,,0.94
2024-05-14 12:21:57.958751,Gym Membership,Health,-3.89,-11704.47,debit,Cash,,Seattle,XXXX-XXXX-XXXX-1234,T10467,USD,,0.77
2024-05-15 12:21:57.958751,Shell Gas,Fuel,-50.25,-11754.72,transfer,Check,,Denver,XXXX-XXXX-XXXX-1234,T10468,USD,,0.76
2024-05-16 12:21:57.958751,Airbnb,Travel,456.69,-11298.03,credit,Online Transfer,,Los Angeles,XXXX-XXXX-XXXX-1234,T10469,USD,,0.91
2024-05-16 12:21:57.958751,Gym Membership,Health,-43.69,-11341.72,debit,Credit Card,,Boston,XXXX-XXXX-XXXX-1234,T10470,USD,,0.79
2024-05-17 12:21:57.958751,Local Bookstore,Shopping,-203.75,-11545.47,debit,Check,,San Francisco,XXXX-XXXX-XXXX-1234,T10471,USD,,0.79
2024-05-18 12:21:57.958751,McDonald's,Dining,-31.8,-11577.27,debit,Debit Card,,Denver,XXXX-XXXX-XXXX-1234,T10472,USD,,0.75
2024-05-18 12:21:57.958751,CVS Pharmacy,Health,-55.03,-11632.3,debit,Debit Card,,Denver,XXXX-XXXX-XXXX-1234,T10473,EUR,,0.78
2024-05-18 12:21:57.958751,Spotify,Entertainment,11.75,-11620.55,credit,Credit Card,,Chicago,XXXX-XXXX-XXXX-1234,T10474,USD,,0.83
2024-05-20 12:21:57.958751,Target,Shopping,-138.19,-11758.74,debit,Online Transfer,,New York,XXXX-XXXX-XXXX-1234,T10475,USD,,0.92
2024-05-20 12:21:57.958751,Amazon,Shopping,118.41,-11640.33,credit,Check,,New York,XXXX-XXXX-XXXX-1234,T10476,USD,,0.8
2024-05-22 12:21:57.958751,Whole Foods,Groceries,-36.23,-11676.56,debit,Cash,,San Francisco,XXXX-XXXX-XXXX-1234,T10477,USD,,0.8
2024-05-22 12:21:57.958751,City Electric,Utilities,-81.3,-11757.86,debit,Credit Card,,Boston,XXXX-XXXX-XXXX-1234,T10478,GBP,,0.79
2024-05-22 12:21:57.958751,Walmart,Groceries,34.45,-11723.41,refund,Online Transfer,,San Francisco,XXXX-XXXX-XXXX-1234,T10479,USD,,0.84
2024-05-22 12:21:57.958751,Netflix,Entertainment,-18.76,-11742.17,debit,Cash,,San Francisco,XXXX-XXXX-XXXX-1234,T10480,USD,,0.75
2024-05-22 12:21:57.958751,Apple Store,Electronics,-112.15,-11854.32,debit,Debit Card,,Houston,XXXX-XXXX-XXXX-1234,T10481,EUR,,0.85
2024-05-24 12:21:57.958751,Apple Store,Electronics,-274.25,-12128.57,debit,Debit Card,,Seattle,XXXX-XXXX-XXXX-1234,T10482,USD,,0.91
2024-05-24 12:21:57.958751,Best Buy,Electronics,-136.24,-12264.81,debit,Cash,,Seattle,XXXX-XXXX-XXXX-1234,T10483,USD,,0.71
2024-05-24 12:21:57.958751,City Electric,Utilities,-83.13,-12347.94,debit,Credit Card,,Boston,XXXX-XXXX-XXXX-1234,T10484,USD,,0.7
2024-05-24 12:21:57.958751,Whole Foods,Groceries,-42.42,-12390.36,debit,Debit Card,,Houston,XXXX-XXXX-XXXX-1234,T10485,USD,,0.72
2024-05-25 12:21:57.958751,Walmart,Groceries,-44.53,-12434.89,debit,Check,,Denver,XXXX-XXXX-XXXX-1234,T10486,USD,,0.86
2024-05-25 12:21:57.958751,Gym Membership,Health,-13.83,-12448.72,fee,Cash,,Houston,XXXX-XXXX-XXXX-1234,T10487,USD,,0.96
2024-05-26 12:21:57.958751,City Electric,Utilities,-35.99,-12484.71,debit,Cash,,San Francisco,XXXX-XXXX-XXXX-1234,T10488,EUR,,0.7
2024-05-26 12:21:57.958751,Spotify,Entertainment,-29.59,-12514.3,debit,Debit Card,,New York,XXXX-XXXX-XXXX-1234,T10489,EUR,,0.98
2024-05-26 12:21:57.958751,Walmart,Groceries,-4.47,-12518.77,debit,Credit Card,,Miami,XXXX-XXXX-XXXX-1234,T10490,USD,,0.73
2024-05-26 12:21:57.958751,Water Utility,Utilities,-90.09,-12608.86,transfer,Check,,Boston,XXXX-XXXX-XXXX-1234,T10491,USD,,0.95
2024-05-30 12:21:57.958751,Water Utility,Utilities,-70.68,-12679.54,debit,Credit Card,,Denver,XXXX-XXXX-XXXX-1234,T10492,EUR,,0.84
2024-06-02 12:21:57.958751,City Electric,Utilities,-40.81,-12720.35,debit,Online Transfer,,Chicago,XXXX-XXXX-XXXX-1234,T10493,USD,,0.9
2024-06-03 12:21:57.958751,Walmart,Groceries,-65.93,-12786.28,debit,Online Transfer,,Miami,XXXX-XXXX-XXXX-1234,T10494,EUR,,0.85
2024-06-04 12:21:57.958751,Walmart,Groceries,-16.54,-12802.82,debit,Debit Card,,Miami,XXXX-XXXX-XXXX-1234,T10495,EUR,,0.84
2024-06-05 12:21:57.958751,Netflix,Entertainment,22.78,-12780.04,credit,Debit Card,,Houston,XXXX-XXXX-XXXX-1234,T10496,EUR,,0.95
2024-06-06 12:21:57.958751,McDonald's,Dining,23.56,-12756.48,credit,Debit Card,,Los Angeles,XXXX-XXXX-XXXX-1234,T10497,USD,,0.93
2024-06-08 12:21:57.958751,Best Buy,Electronics,-155.2,-12911.68,debit,Online Transfer,,Miami,XXXX-XXXX-XXXX-1234,T10498,USD,,0.85
2024-06-10 12:21:57.958751,Whole Foods,Groceries,-24.88,-12936.56,debit,Credit Card,,San Francisco,XXXX-XXXX-XXXX-1234,T10499,USD,,0.73
2024-06-10 12:21:57.958751,Shell Gas,Fuel,-60.61,-12997.17,debit,Credit Card,,Atlanta,XXXX-XXXX-XXXX-1234,T10500,EUR,,0.73
2024-06-10 12:21:57.958751,CVS Pharmacy,Health,-6.74,-13003.91,fee,Debit Card,,New York,XXXX-XXXX-XXXX-1234,T10501,USD,,0.94
2024-06-12 12:21:57.958751,Apple Store,Electronics,-4.16,-13008.07,fee,Check,,New York,XXXX-XXXX-XXXX-1234,T10502,EUR,,0.86
2024-06-12 12:21:57.958751,Amazon,Shopping,-152.57,-13160.64,debit,Credit Card,,Atlanta,XXXX-XXXX-XXXX-1234,T10503,USD,,0.84
2024-06-14 12:21:57.958751,Target,Shopping,92.87,-13067.77,credit,Online Transfer,,Seattle,XXXX-XXXX-XXXX-1234,T10504,USD,,0.9
2024-06-14 12:21:57.958751,Whole Foods,Groceries,58.58,-13009.19,credit,Cash,,San Francisco,XXXX-XXXX-XXXX-1234,T10505,USD,,0.96
2024-06-14 12:21:57.958751,Walmart,Groceries,-70.47,-13079.66,debit,Cash,,Chicago,XXXX-XXXX-XXXX-1234,T10506,USD,,0.89
2024-06-15 12:21:57.958751,Whole Foods,Groceries,-53.95,-13133.61,debit,Cash,,Miami,XXXX-XXXX-XXXX-1234,T10507,USD,,0.93
2024-06-18 12:21:57.958751,Walmart,Groceries,-93.27,-13226.88,debit,Check,,Seattle,XXXX-XXXX-XXXX-1234,T10508,USD,,0.93
2024-06-18 12:21:57.958751,Amazon,Shopping,94.95,-13131.93,credit,Debit Card,,San Francisco,XXXX-XXXX-XXXX-1234,T10509,GBP,,0.81
